Phone Number,Message,Received,Spam
VM-TumiGL ,Received,Airport looks elevated with TUMI. Shop now https://bit.ly/0000JV0000k,1
912251000000,Received,"Dear Customer, You have a missed call from +0000 The last missed call was at 0000:0000 PM on 0000-Jun-0000 Thankyou, Team Jio.",0
913371000000,Received,"Dear Customer, You have a missed call from +0000 The last missed call was at 0000:0000 AM on 0000-Jul-0000 Thankyou, Team Jio.",0
914071000000,Received,"Dear Customer, You have a missed call from +0000 The last missed call was at 0000:0000 PM on 0000-Sep-0000 Thankyou, Team Jio.",0
914071000000,Received,"Dear Customer, You have a missed call from +0000 The last missed call was at 0000:0000 PM on 0000-Mar-0000 Thankyou, Team Jio.",0
916383000000,Received,"Neral-Special Monsoon offer,Book flat for just 0000/- at 0000% Down Payment with Fully Furnished flat.0000rk & 0000BHK starts with 0000.0000L*  RERA Apprvd.Call:0000",1
916383000000,Received,"Maha Offer Month with Mahaavir Pride
Free Modular kitchen worth Rs.0000/-*
0000 years NO EMI*
Offer valid only till 0000.0000.0000
0000/0000&0000BHK 0000Lakhs Onwards*
0000",1
917011000000,Received,"MAHINDRA FINANCE ALL TYPE OF L0000AN IN 0000 HOURS, PERSONAL/BUSINESS/HOME L0000AN 0000% ANNUALLY RATE OF INTEREST, 0000% SUBSIDY.  FOR MORE INFORMATION Ph: 0000",1
917364000000,Received,Dear customer your electricity bill was not update. last month Power will be cut tonight 0000:0000 call urgent 0000,1
917683000000,Received,Book Now shift In Next Year June 0000 Wadhwa Group Presents RERA Approved 0000/0000 BHK Flat start at 0000.0000 Cr. GMLR MULUND Few Unit Left Call Now +0000,1
917738000000,Received,"Dear Customer, You have a missed call from +0000 The last missed call was at 0000:0000 PM on 0000-Apr-0000 Thankyou, Team Jio.",0
917760000000,Received,Dear customer your SBI BANK Account will be blocked today please update your PAN CARD click here http://bit.do/Sbi-kycci Thankyou SBI Team,1
917871000000,Received,"sir,Full body Blood Tests
Just Rs 0000 0000+ Tests Kidney, Sugar Urine, Liver & CBC  Full Body checkup Free
Home Collection +NABL  Phablecare
Call -  0000

",0
918105000000,Received,"Live Dynamic At Piramal Vaikunth Balkum Thane
Nearing Possession Modern
0000BHK from 0000.0000 Cr All In
Zero Stamp Duty & Floor Rise
SHOW CODE PRL0000
Call 0000",1
918580000000,Received,"Dear Customer your HDFC, NET-BANKING Account Will be Blocked Today Please Update Your Pancard now visit the link https://rb.gy/tcgbo0000",1
918592000000,Received,"Avail 0000.0000% Fixed Home Loan Interest Rate* 
At Piramal Vaikunth Balkum Thane
0000BHKs from 0000.0000Cr All in*
RERAP0000 *T&C
SHOW CODE: PRL0000
Call 0000",1
918658000000,Received,"Congratulations! You have Pre-Approved offer for HD FC Credit Card Limit up to 0000 Lacs T&C Process Digitally tiny.cc/CCHDFC
For help click https://rb.gy/xro0000.",1
918798000000,Received,"I am Dr. Robert from USA, i need an Indian partner to supply raw material, please reply via drwellingtonrobert@gmail.com for details if you are intrested.",1
918895000000,Received,Dear User Your SBl Account will be blocked today Please update your Pan-Card click here link https://sj0000-fvk.web.app,1
918976000000,Received,"Sir thoda wait kr lijiye milind 
Party ke sath hai 
Ja rha hai 
Unko bhi same flts dekhna tha ",1
918976000000,Received,Kasarvadavali se nikla hai ,0
918988000000,Received,"Dear
HDFC Customer your HDFC NET BANKING will be suspended today please update your PAN card now visit below the link http://shrtco.de/K0000wJf",1
919028000000,Received,"Property address -
VENECIA, A-WING 0000
CASA BELLA..",0
919028000000,Received,"+0000
Mr. Prashant 
Pl collect key from this person.. He took key to see flat...",0
919325000000,Received,"AIRCOOL SERVICE
We Repair
Washing machine
Fridge
microwave
Water purifier
Dryer
AC
TV
PEST CONTROL SERVICE
Hob/Chimney
CALL 0000
CALL 0000",1
919432000000,Received,"Dear SBI USER,
A/C will be blocked today Update PANCARD for KYC Verify login yono. with.Netbanking Click https://sgrame-0000.web.app",1
919871000000,Received,"dear SBI user,
Your YONO Account will be blocked today. Please click on the link to update your PAN CARD Number
http://shrtco.de/Q0000nnQW
SBI. TEAM",1
919886000000,Received,"Dear Customer, You have a missed call from +0000 The last missed call was at 0000:0000 PM on 0000-Jan-0000 Thankyou, Team Jio.",0
919951000000,Received,"0000% Weight Loss
Bina Gym/Diet Ke
0000 Dino Me 0000 Kilo Tak Wajan Ghataye
Warna Paise Wapas Paye
Govt Apprvd Ayurvedic Ilaaj
https://zfrmz.in/uJilmejMCF0000C0000ngzl0000",1
919994000000,Received,"Dear HDFC Bank user your HDFC Netbanking account will be blocked today please click on the link and update your PAN CARD immediately.
http://bitly.ws/xjZn",1
5035005,Received,0000 - Huawei verification code to set security phone number.,0
503501,Received,"<#> inDriver code: 0000
cpjyScQ++Hg",0
503501,Received,Your Uber code is 0000. Never share this code. Reply STOP ALL to +0000 0000 0000 to unsubscribe. qlRnn0000A0000sbt,0
503501,Received,Your code is: 0000. Thank you.,0
503501,Received,"0000 is your OTP for Discovery Plus for 0000 time use. Do not share this OTP with anyone. Enjoy watching!
0000djeAZxHLC",0
50350146,Received,<#> Your Uber code is 0000. Never share this code. CtQ0000j0000W0000/0000g,0
50350146,Received,<#> Your Uber code is 0000. Never share this code. Reply STOP ALL to +0000 0000 0000 to unsubscribe. CtQ0000j0000W0000/0000g,0
50350300,Received,Your Uber code is 0000. Never share this code. REw0000AL0000iaR,0
50350300,Received,"Shaziya Sahebdin has sent you 0000.0000 USD with PayPal. View details at https://py.pl/0000l0000nuf. Reply ""bal"" for your updated balance.",0
50350300,Received,"IMPORTANT - Your ad has been temporarily suspended due to the quality of your photo.
 Add a new photo and reactivate your ad.
 https://superprof.co.in/c/0000de0000",1
50350555,Received,Huawei: 0000. To reset your password.,0
51462,Received,Thank you for subscribing to Discovery Plus. Check your subscription details at http://auth.discoveryplus.in/my-account/invoiceList,0
56161898,Received,Your Amazon Web Services (AWS) verification code is: 0000,0
56161940,Received,0000 - Huawei verification code. Use this to log in to your HUAWEI ID +0000 0000*****0000. Please don't share with anyone else.,0
571082,Received,Spotify code: 0000. Valid for 0000 minutes,0
57273200,Received,"<#> Your WhatsApp code: 0000-0000

You can also tap on this link to verify your phone: v.whatsapp.com/0000

Don't share this code with others
0000sgLq0000p0000sV0000",0
57273200,Received,<#> 0000 is your Facebook confirmation code Laz+nxCarLW,0
57575022,Received,"https://amazon.co.uk/a/c/r/cUp0000LyD0000VA0000MXQacCTzbIJV

Amazon: Sign-in attempt from MH, IN. Tap link to respond.",0
57575022,Received,0000 is your Amazon OTP. Do not share it with anyone.,0
57575022,Received,"Your Prime membership has ended. To continue enjoying free fast delivery, deals, latest movies, music & more, renew now: amzn.to/pback",0
57575022,Received,Your Rs.0000.0000 cashback is on hold. Verify your age now to get it https://amzn.in/fZ0000e0000VW,0
57575022,Received,"https://amazon.com/a/c/r/D0000MMYcMeIj0000jUeCgkdqq0000PliG

Amazon: Sign-in attempt from MH, IN. Tap link to respond.",0
57575022,Received,"https://amazon.in/a/c/r/0000fCl0000YRSXBTo0000Bfo0000iwGvL0000k0000

Amazon: Sign-in attempt from MH, IN. Tap link to respond.",0
57575022,Received,"https://amazon.co.uk/a/c/r/KpC0000CrzG0000x0000FcoY0000XHxfMuzx

Amazon: Sign-in attempt from MH, IN. Tap link to respond.",0
57575022,Received,"https://amazon.co.uk/a/c/r/dsaqpUhE0000yWVK0000vLxp0000fT0000z

Amazon: Sign-in attempt from MH, IN. Tap link to respond.",0
57575022,Received,"https://amazon.co.uk/a/c/r/0000zsfwriz0000OA0000GPuHkPV0000dwNbH

Amazon: Sign-in attempt from MH, IN. Tap link to respond.",0
57575022,Received,"https://amazon.co.uk/a/c/r/iJG0000EwW0000HcPJ0000eal0000Dkjrv0000a0000

Amazon: Sign-in attempt from MH, IN. Tap link to respond.",0
57575022,Received,"https://amazon.co.uk/a/c/r/Aj0000jp0000IKbmxZRK0000U0000YTLGFRp

Amazon: Sign-in attempt from MH, IN. Tap link to respond.",0
57575022,Received,"https://amazon.co.uk/a/c/r/TiUtmI0000Iueyxm0000OLPAnYI0000IHa

Amazon: Sign-in attempt from MH, IN. Tap link to respond.",0
57575022,Received,"https://amazon.co.uk/a/c/r/JzT0000mc0000c0000uQYxgt0000dRMqFzwui

Amazon: Sign-in attempt from MH, IN. Tap link to respond.",0
57575022,Received,"https://amazon.co.uk/a/c/r/ZkOqV0000PSZbzbwlYNuEXWXHM0000m

Amazon: Sign-in attempt from MH, IN. Tap link to respond.",0
57575022,Received,Auto renew of your Prime membership is set up successfully. To access your subscription information visit https://amzn.in/d/0000o0000jI0000,0
57575022,Received,Your Rs.0000 cashback is on hold. Verify your age now to get it http://amzn.in/0000fEFHL0000,0
57575022,Received,"https://amazon.co.uk/a/c/r/ukP0000SGcSc0000pFsSD0000TOwDRhP0000

Amazon: Sign-in attempt from MH, IN. Tap link to respond.",0
57575022,Received,"https://amazon.co.uk/a/c/r/0000vJshv0000YF0000M0000n0000FFefYewm0000I0000

Amazon: Sign-in attempt from MH, IN. Tap link to respond.",0
57575022,Received,"https://amazon.co.uk/a/c/r/G0000zUpAbpcz0000eG0000ppu0000xq0000jzP

Amazon: Sign-in attempt from MH, IN. Tap link to respond.",0
57575022,Received,"https://amazon.co.uk/a/c/r/d0000uPJMVbRPeu0000F0000ub0000r0000FIXDN

Amazon: Sign-in attempt from MH, IN. Tap link to respond.",0
57575022,Received,"https://amazon.co.uk/a/c/r/YNzldkJ0000Ao0000obvQGlrxkNw0000r

Amazon: Sign-in attempt from MH, IN. Tap link to respond.",0
57575022,Received,"https://amazon.co.uk/a/c/r/LyqAowL0000xnnOBRuskHemfOnVL

Amazon: Sign-in attempt from MH, IN. Tap link to respond.",0
57575022,Received,"https://amazon.co.uk/a/c/r/SZiX0000yg0000k0000dCLI0000Mgo0000aSQNx

Amazon: Sign-in attempt from MH, IN. Tap link to respond.",0
57575022,Received,"https://amazon.co.uk/a/c/r/hLmSKgOITyTBoCzpU0000rxgBUg

Amazon: Sign-in attempt from MH, IN. Tap link to respond.",0
57575022,Received,"https://amazon.co.uk/a/c/r/0000zsSVp0000i0000vZzFBYOB0000A0000LHF0000

Amazon: Sign-in attempt from MH, IN. Tap link to respond.",0
57575022,Received,"https://amazon.in/a/c/r/YTFhJxLQT0000CMy0000vNrZlotz0000ps

Amazon: Sign-in attempt from MH, IN. Tap link to respond.",0
57575022,Received,"https://amazon.co.uk/a/c/r/eiiL0000HKzLwPqc0000cg0000AXAr0000YMj

Amazon: Sign-in attempt from MH, IN. Tap link to respond.",0
57575022,Received,"https://amazon.com/a/c/r/h0000XfMpTtKgKYdowR0000q0000iHMrpl

Amazon: Sign-in attempt from MH, IN. Tap link to respond.",0
57575022,Received,"https://amazon.co.uk/a/c/r/bhFNjiw0000mrWDExJFwQmp0000XQJf

Amazon: Sign-in attempt from MH, IN. Tap link to respond.",0
57575022,Received,"https://amazon.co.uk/a/c/r/v0000Es0000F0000oTrW0000iFohRnPqiRB

Amazon: Sign-in attempt from MH, IN. Tap link to respond.",0
57575022,Received,"https://amazon.in/a/c/r/0000HUoj0000oiNZCZCp0000AI0000qnrhC0000u

Amazon: Sign-in attempt from MH, IN. Tap link to respond.",0
57575022,Received,"https://amazon.in/a/c/r/OStSrv0000LDh0000dXnsSHWj0000FWLvF

Amazon: Sign-in attempt from MH, IN. Tap link to respond.",0
57575022,Received,Your return pickup for 0000-0000-0000 is scheduled for today and will be picked up between 0000:0000AM-0000:0000PM by AmzAgent(0000) https://amzn.in/d/0000R0000Bmi0000,0
57575022,Received,"Pickup reminder: Your return pick up for HOM Detachable Wireless... is scheduled for tomorrow, Sep 0000, between 0000AM-0000PM. https://amzn.in/d/dcccJTu",0
57575022,Received,Arriving Today: Please use the OTP-0000 at the time of delivery to get your Amazon package.,0
57575022,Received,"https://amazon.com/a/c/r/ogAQtiiDxRloxb0000fOjwdFjGCS

Amazon: Sign-in attempt from MH, IN. Tap link to respond.",0
57575022,Received,"https://amazon.com/a/c/r/Jxs0000mABQ0000bJWkqU0000aJIrwJ0000j

Amazon: Sign-in attempt from MH, IN. Tap link to respond.",0
57575022,Received,"https://amazon.in/a/c/r/GpLF0000BZfOvhefmEjbSYTBLcVz

Amazon: Sign-in attempt from MH, IN. Tap link to respond.",0
57575022,Received,"https://amazon.com/a/c/r/VTRLeyDMm0000IAVk0000dBGmDopgZq

Amazon: Sign-in attempt from MH, IN. Tap link to respond.",0
57575022,Received,"Pickup reminder: Your return pick up for Redgear A-0000 Wired Gaming Mouse... is scheduled for tomorrow, Jan 0000, between 0000AM-0000PM. https://amzn.in/d/fNUnHWi",0
57575022,Received,"amazon.in: Your code is 0000. Don't share it. If you didn't request it, deny here https://amazon.in/a/c/r/FTzNxyT0000XoBGGnCHM0000X0000nWNWT",0
57575022,Received,"https://amazon.co.uk/a/c/r/Dpce0000li0000SLke0000OhOe0000lImPITa

Amazon: Sign-in attempt from MH, IN. Tap link to respond.",0
57575022,Received,"https://amazon.in/a/c/r/j0000xJJHyVu0000DPVpSRedSjPJCkt

Amazon: Sign-in attempt from MH, IN. Tap link to respond.",0
57575022,Received,"https://amazon.in/a/c/r/cGVMNuO0000sd0000U0000XV0000c0000SPA0000jG

Amazon: Sign-in attempt from MH, IN. Tap link to respond.",0
57575022,Received,"Amazon: Your code is 0000. Don't share it. If you didn't request it, deny here https://amazon.in/a/c/r/KftNeOYiYOykHcitvk0000oddE",0
57575022,Received,"Amazon: Your code is 0000. Don't share it. If you didn't request it, deny here https://amazon.in/a/c/r/q0000DcbgJd0000GUatft0000MiI0000SlC0000o",0
57575022,Received,"Amazon: Your code is 0000. Don't share it. If you didn't request it, deny here https://amazon.in/a/c/r/hUkNpoe0000wL0000UcJD0000tsBOS0000og",0
57575022,Received,"Amazon: Your code is 0000. Don't share it. If you didn't request it, deny here https://amazon.in/a/c/r/dUEHI0000ymQ0000V0000FaUI0000GSq0000dI0000",0
57575022,Received,"Amazon: Your code is 0000. Don't share it. If you didn't request it, deny here https://amazon.in/a/c/r/OeunM0000TTxiKhV0000OrfRmaGem0000s",0
57575022,Received,"Amazon: Your code is 0000. Don't share it. If you didn't request it, deny here https://amazon.in/a/c/r/nCWFx0000IzNkHZe0000o0000rTWsol0000L0000",0
57575022,Received,"Amazon: Your code is 0000. Don't share it. If you didn't request it, deny here https://amazon.in/a/c/r/Kt0000AHP0000Pmyzp0000BDMPqKLcfF0000T",0
57575022,Received,"Amazon: Your code is 0000. Don't share it. If you didn't request it, deny here https://amazon.in/a/c/r/oVaOU0000W0000brf0000By0000ivmmG0000L",0
57575022,Received,"Amazon: Your code is 0000. Don't share it. If you didn't request it, deny here https://amazon.in/a/c/r/HcFjiXtKZGcpF0000bZToXWKqTni",0
57575022,Received,"Amazon: Your code is 0000. Don't share it. If you didn't request it, deny here https://amazon.in/a/c/r/ojFUv0000CRGOQ0000wFemlXZF0000ANe0000",0
57575022,Received,"Amazon: Your code is 0000. Don't share it. If you didn't request it, deny here https://amazon.in/a/c/r/CBWb0000YQl0000eyLG0000T0000RKRm0000xnZv",0
57575022,Received,"Amazon: Your code is 0000. Don't share it. If you didn't request it, deny here https://amazon.in/a/c/r/0000hNoiu0000PewjLKuihHa0000atZ0000n",0
57575022,Received,"Amazon: Your code is 0000. Don't share it. If you didn't request it, deny here https://amazon.in/a/c/r/LoHzgcglJtrInonIE0000Lt0000Y0000cH",0
57575022,Received,"Amazon: Your code is 0000. Don't share it. If you didn't request it, deny here https://amazon.in/a/c/r/B0000BcMHGWP0000PmTG0000XDvmohtf",0
57575022,Received,"Amazon: Your code is 0000. Don't share it. If you didn't request it, deny here https://amazon.in/a/c/r/kefp0000kUV0000bPwQInVbKNrMNI0000p",0
57575022,Received,"Amazon: Your code is 0000. Don't share it. If you didn't request it, deny here https://amazon.in/a/c/r/aXvC0000LJAntfQuVU0000E0000OZTfBLT",0
57575022,Received,"Amazon: Your code is 0000. Don't share it. If you didn't request it, deny here https://amazon.in/a/c/r/L0000I0000cWeQp0000ZHulQN0000aioYRbG",0
57575022,Received,"Amazon: Your code is 0000. Don't share it. If you didn't request it, deny here https://amazon.in/a/c/r/Kdw0000QjawOTr0000KLxTYE0000dcpGhK",0
57575022,Received,"Amazon: Your code is 0000. Don't share it. If you didn't request it, deny here https://amazon.in/a/c/r/hkGMDKq0000MAcqOfsxO0000DjH0000i",0
57575022,Received,"Amazon: Your code is 0000. Don't share it. If you didn't request it, deny here https://amazon.in/a/c/r/N0000YcEkrm0000H0000JqHMwWPmSZr0000lU",0
57575022,Received,"https://amazon.co.uk/a/c/r/z0000UuvGg0000HHtLxJGITJY0000kH0000oK

Amazon: Sign-in attempt from MH, IN. Tap link to respond.",0
57575022,Received,"Amazon: Your code is 0000. Don't share it. If you didn't request it, deny here https://amazon.in/a/c/r/HUsTyupOf0000c0000vzYXThXUVp0000P",0
575754,Received,Rs 0000.0000 added to Amazon Pay balance. Updated Balance: 0000.0000. View Stmt: https://www.amazon.in/statement,0
57575566,Received,Your Kaggle verification number is 0000.,0
57575701,Received,0000 This Mi Account verification code is valid for 0000 minutes.,0
57575701,Received,Your Xiaomi Account verification code is 0000.,0
57575711,Received,0000 - Huawei verification code.,0
57575753,Received,"<#> Your WhatsApp account is being registered on a new device

Do not share this code with anyone

Your WhatsApp code: 0000-0000

0000sgLq0000p0000sV0000",0
57575791,Received,Account: 0000 is your Samsung account verification code.,0
57575791,Received,"Your WhatsApp account is being registered on a new device

Do not share this code with anyone

Your WhatsApp code: 0000-0000",0
57575791,Received,Your OpenAI API verification code is: 0000,0
